step_idx,day,t,agent_n,unique_action_n,meal_n,sleep_n,mobility_n,digital_n,other_n,actions_joined,step.decision_attempt_count,step.event_emitted_count,step.no_event_count,step.scenario_pre_match_miss_count,step.scenario_skip_count,step.digital_exposure_count,step.digital_supply_seeded_count,step.digital_supply_surface_count,step.digital_supply_completed_count,step.llm_calls_this_step
717,7,62101.0,6,6,0,0,3,0,3,500004777:Engage in relaxing activities | 500004869:Choose the nearest shopping center based on mobility and convenience | 500024412:Travel to the nearest shopping center | 500031930:Return home from the workplace | 500044556:Prepare a comfortable working environment at home | 500061990:Perform a calming bedtime routine,4.0,0.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0
718,7,63001.0,6,6,0,2,1,0,3,500004777:Engage in relaxing activities | 500004869:Take the necessary transportation to the shopping center | 500024412:Assess available food options at current location | 500031930:Relax in the living room to unwind | 500044556:Review daily tasks or to-do list | 500061990:Lie down in the prepared sleep environment and drift off to sleep,2.0,0.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0
719,7,63901.0,6,6,0,2,1,0,3,57841:Take the necessary transportation to the shopping center | 500004777:Engage in relaxing activities | 500024412:Assess available food options at current location | 500031930:Relax in the living room to unwind | 500044556:Review daily tasks or to-do list | 500061990:Prepare for sleep,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0
720,7,64801.0,6,6,0,2,1,0,3,500004777:Adjust the room temperature if necessary | 500024412:Choose a nearby café or restaurant if there is one | 500031930:Prepare for bed by setting up the bedroom | 500044556:Begin work on tasks | 500061990:Relax and unwind | 500062228:Take the necessary transportation to the shopping center,4.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
721,7,65701.0,6,6,1,2,0,0,3,"500004777:Lie down in the bed | 500024412:Return to home to prepare the meal | 500031930:Engage in a calming activity to promote sleep | 500044556:Begin work on tasks | 500061990:Set up a comfortable sleeping environment | 500062228:Shop based on the prepared list, considering the income and consumption level",3.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0
722,7,66601.0,6,6,1,3,0,0,2,"500001485:Return to home to prepare the meal | 500004777:Begin to relax mind and body | 500031930:Lie down in the bed | 500044556:Begin work on tasks | 500061990:Enter the bedroom | 500062228:Shop based on the prepared list, considering the income and consumption level",4.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
723,7,67501.0,6,6,1,3,0,0,2,"500001485:Return to home to prepare the meal | 500004777:Close eyes and drift into sleep | 500031930:Consciously relax and initiate sleep | 500044556:Begin work on tasks | 500061990:Lay down in bed | 500062228:Shop based on the prepared list, considering the income and consumption level",3.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
724,7,68401.0,6,6,1,3,0,0,2,"500001485:Prepare the necessary ingredients for the meal | 500004777:Prepare the bedroom for sleep | 500031930:Return to home from workplace | 500044556:Take short breaks to rest and relax | 500061990:Close your eyes and drift into sleep | 500062228:Shop based on the prepared list, considering the income and consumption level",2.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
725,7,69301.0,6,6,1,2,0,0,3,"500001485:Prepare the necessary ingredients for the meal | 500004777:Relax and wind down | 500031930:Return to home from workplace | 500044556:Relax body and mind before bedtime | 500061990:Prepare a comfortable sleeping environment | 500062228:Shop based on the prepared list, considering the income and consumption level",2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0
726,7,70201.0,6,6,1,0,0,0,5,"500001485:Prepare and cook the meal | 500004777:Engage in a light reading or meditation to calm the mind | 500031930:Return to home from workplace | 500044556:Ensure comfortable sleeping environment | 500061990:Gather necessary items (e.g., pillow, blanket, glasses, etc.) | 500062228:Assess current energy levels",2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0
727,7,71101.0,6,6,1,2,0,0,3,"500001485:Prepare and cook the meal | 500004777:Set the alarm for the morning if necessary | 500031930:End workday and prepare to leave workplace | 500044556:Prepare for bed by brushing teeth and changing into comfortable pajamas | 500061990:Gather necessary items (e.g., pillow, blanket, glasses, etc.) | 500062228:Prepare for bed by changing into comfortable attire",1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
728,7,72001.0,6,6,1,1,0,0,4,500001485:Prepare and cook the meal | 500004777:Turn off all electronic devices | 500031930:Leave workplace and start journey home | 500044556:Set a soothing sleep environment with soft lighting | 500061990:Dim the lights in the room to create a relaxing atmosphere | 500062228:Ensure a comfortable sleeping environment,2.0,0.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0
729,7,72901.0,6,6,1,2,0,0,3,"500001485:Prepare and cook the meal | 500004777:Lie down in the bed to start winding down for sleep | 500031930:Leave workplace and start journey home | 500044556:Enter bedroom and lie down | 500061990:Engage in a calming activity, if desired (e.g., reading a book, meditating, etc.) | 500062228:Engage in a relaxing bedtime routine",3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0
730,7,73801.0,6,6,1,1,0,0,4,"500001485:Set the dining table with appropriate items | 500004777:Prepare shopping list | 500031930:Leave workplace and start journey home | 500044556:Relaxation techniques to encourage sleep | 500061990:Engage in a calming activity, if desired (e.g., reading a book, meditating, etc.) | 500062228:Engage in a relaxing bedtime routine",3.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0
731,7,74701.0,6,6,1,3,1,0,1,500001485:Set the dining table with appropriate items | 500004777:Dress appropriately for the weather | 500031930:Prepare for travel | 500044556:Relax and unwind before sleep | 500061990:Lie down in bed and relax | 500062228:Lay down and begin to wind down,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
732,7,75601.0,6,6,1,2,2,0,1,500001485:Serve the prepared meal | 500004777:Leave home | 500044556:Ensure the sleeping environment is comfortable | 500061990:Fall asleep | 500062228:Focus on sleep until morning | 500063538:Prepare for travel,2.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0
733,7,76501.0,6,6,1,1,2,0,2,500001485:Eat the meal | 500004777:Drive to the nearest shopping center | 500044556:Ensure the sleeping environment is comfortable | 500061990:Prepare a comfortable sleeping environment | 500062228:Focus on sleep until morning | 500063538:Prepare for travel,2.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0
734,7,77401.0,6,6,2,1,1,0,2,"58677:Drive to the nearest shopping center | 500001485:Eat the meal | 500044556:Engage in a calming activity, such as reading, to induce sleep | 500061990:Ensure the room temperature is suitable | 500062228:Ensure a comfortable seating arrangement for dining | 500063538:Leave workplace",3.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0
735,7,78301.0,6,6,1,1,1,0,3,"500001485:Identify shopping needs based on daily consumption | 500018681:Drive to the nearest shopping center | 500031930:Leave workplace | 500044556:Prepare for bed, change into comfortable sleepwear | 500061990:Review the day's events and thoughts to foster a peaceful state of mind | 500062228:Ensure a comfortable seating arrangement for dining",3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0
736,7,79201.0,6,6,1,0,1,0,4,"500001485:Check if shopping list is complete | 500018681:Park the car and enter the shopping center | 500031930:Leave workplace | 500044556:Set the alarm for the next day if needed | 500061990:Review the day's events and thoughts to foster a peaceful state of mind | 500062228:Prepare and cook a simple meal, considering ease and enjoyment",3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0
737,7,80101.0,6,6,2,2,0,0,2,"500001485:Prepare transportation (e.g., car, public transport) considering the weather and temperature | 500018681:Assess current surroundings for suitable dining options | 500031930:Determine the exact address of the destination | 500044556:Lie down and close the eyes to signal readiness for sleep | 500061990:Practice relaxation techniques to unwind | 500062228:Prepare and cook a simple meal, considering ease and enjoyment",3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0
738,7,81001.0,6,6,2,0,0,1,3,500001485:Wear comfortable clothing suitable for the weather | 500018681:Assess current surroundings for suitable dining options | 500031930:Access a mobile device to find a taxi service app | 500044556:Ensure all necessary ingredients are available | 500061990:Engage in a quiet activity to calm the mind | 500062228:Set the table with appropriate tableware and decor to enhance the dining experience,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
739,7,81901.0,6,6,1,0,0,1,4,500001485:Wear comfortable clothing suitable for the weather | 500018681:Select a nearby café or restaurant if available | 500031930:Open the app and select the option to request a taxi | 500044556:Ensure all necessary ingredients are available | 500061990:Engage in a quiet activity to calm the mind | 500062228:Set the table with appropriate tableware and decor to enhance the dining experience,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
740,7,82801.0,6,6,3,1,0,1,1,500001485:Wear comfortable clothing suitable for the weather | 500018681:Prepare a meal with portable food if a café or restaurant is not available | 500031930:Enter the destination address in the app | 500044556:Prepare and cook a meal | 500061990:Get into bed and prepare for sleep | 500062228:Enjoy the meal alone or with companions,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
741,7,83701.0,6,6,3,0,1,0,2,500001485:Wear comfortable clothing suitable for the weather | 500018681:Prepare a meal with portable food if a café or restaurant is not available | 500031930:Confirm the taxi request and provide any additional details if required | 500044556:Prepare and cook a meal | 500061990:Check inventory for available food items | 500062228:Enjoy the meal alone or with companions,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0
742,7,84601.0,6,6,3,0,0,0,3,500001485:Wear comfortable clothing suitable for the weather | 500018681:Sit down and order food or find a seat | 500031930:Evaluate available food options at the workplace | 500044556:Prepare and cook a meal | 500061990:Prepare ingredients for the meal | 500062228:Enjoy the meal alone or with companions,2.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0
743,7,85501.0,6,6,3,0,0,0,3,90062:Sit down and order food or find a seat | 500001485:Head towards the nearest supermarket | 500031930:Evaluate available food options at the workplace | 500044556:Prepare and cook a meal | 500061990:Prepare ingredients for the meal | 500062228:Wash the dishes after eating to maintain cleanliness,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
744,8,1.0,6,6,4,0,0,0,2,253164:Sit down and order food or find a seat | 500000110:Head towards the nearest supermarket | 500031930:Select a suitable meal option | 500044556:Prepare and cook a meal | 500061990:Ensure the kitchen is equipped with necessary ingredients and utensils | 500062228:Wash the dishes after eating to maintain cleanliness,1.0,0.0,1.0,5.0,5.0,1.0,6.0,1.0,0.0,0.0
745,8,901.0,6,6,4,0,0,0,2,500000110:Head towards the nearest supermarket | 500024456:Enjoy the meal | 500031930:Evaluate available food options at workplace | 500044556:Prepare and cook a meal | 500061990:Ensure the kitchen is equipped with necessary ingredients and utensils | 500062228:Reflect on the meal and the day's peacefulness,3.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,2.0
746,8,1801.0,6,6,4,0,0,0,2,500000110:Select and purchase necessary items | 500024456:Enjoy the meal | 500031930:Evaluate available food options at workplace | 500044556:Begin the meal preparation process | 500061990:Prepare a meal with simple and easy-to-cook ingredients | 500062228:Reflect on the meal and the day's peacefulness,3.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0
747,8,2701.0,6,6,3,0,0,0,3,500000110:Select a suitable communication method | 500024456:Enjoy the meal | 500031930:Begin the journey back to home from workplace | 500044556:Begin the meal preparation process | 500061990:Prepare a meal with simple and easy-to-cook ingredients | 500062228:Enjoy the tranquility of home and its simplicity,2.0,0.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,2.0
748,8,3601.0,6,6,3,0,0,1,2,500000110:Check phone for contacts | 500024456:Dispose of food waste appropriately after eating | 500031930:Plan a meal based on the day's emotions and tranquility | 500044556:Select an appropriate recipe for cooking | 500061990:Assess current food availability | 500062228:Enjoy the tranquility of home and its simplicity,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
749,8,4501.0,6,6,4,0,0,0,2,500000110:Return to home | 500024456:Determine the closest shopping destination | 500031930:Plan a meal based on the day's emotions and tranquility | 500044556:Start cooking the selected meal | 500061990:Prepare a meal with available ingredients | 500062228:Plan a meal considering the peace of the day,2.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0
750,8,5401.0,6,6,4,0,0,0,2,500001485:Return to home | 500024456:Check current location and weather suitability for shopping | 500031930:Plan a meal based on the day's emotions and tranquility | 500044556:Start cooking the selected meal | 500061990:Prepare a meal with available ingredients | 500062228:Plan a meal considering the peace of the day,2.0,0.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0
751,8,6301.0,6,6,4,0,0,0,2,500001485:Return to home | 500024456:Decide on the type of shopping needed based on personal needs | 500031930:Prepare and cook the meal at home | 500044556:Monitor the cooking process to ensure meal is properly prepared | 500061990:Prepare a meal with available ingredients | 500062228:Prepare and cook the meal with ease,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
752,8,7201.0,6,6,4,0,0,0,2,500001485:Unlock the door | 500024456:Decide on the type of shopping needed based on personal needs | 500031930:Prepare and cook the meal at home | 500044556:Monitor the cooking process to ensure meal is properly prepared | 500061990:Prepare a meal with available ingredients | 500062228:Prepare and cook the meal with ease,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
753,8,8101.0,6,6,4,0,1,0,1,500001485:Change into comfortable clothing | 500024456:Determine the most convenient store or shopping center for the chosen shopping type | 500031930:Prepare and cook the meal at home | 500044556:Serve the cooked meal | 500061990:Serve the meal | 500062228:Prepare and cook the meal with ease,2.0,0.0,2.0,5.0,4.0,1.0,0.0,0.0,1.0,2.0
754,8,9001.0,6,5,4,1,1,0,0,500001485:Prepare the bed for sleep | 500024456:Plan the route to the shopping destination | 500031930:Set the table for an intimate meal at home | 500044556:Enjoy the meal | 500061990:Enjoy the meal | 500062228:Savor the meal and reflect on the day's contentment,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
755,8,9901.0,6,5,4,0,0,1,1,500001485:Perform a brief relaxation exercise | 500024456:Prepare necessary payment methods and shopping list | 500031930:Set the table for an intimate meal at home | 500044556:Enjoy the meal | 500061990:Enjoy the meal | 500062228:Savor the meal and reflect on the day's contentment,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
756,8,10801.0,6,6,3,2,0,1,0,500001485:Lie down in bed and close your eyes | 500024456:Prepare necessary payment methods and shopping list | 500031930:Enjoy the meal alone as a reflection of the day's peacefulness | 500044556:Ensure a comfortable sleep environment | 500061990:Enjoy the meal | 500062228:Savor the meal and reflect on the day's contentment,2.0,0.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0
757,8,11701.0,6,6,4,0,0,0,2,500001485:Ensure the kitchen is set for cooking | 500024456:Set out to the planned shopping destination | 500031930:Enjoy the meal alone as a reflection of the day's peacefulness | 500044556:Turn off electronic devices to promote relaxation | 500061990:Enjoy the meal | 500062228:Savor the meal and reflect on the day's contentment,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
